trabajador_id,nombre,fecha_nacimiento,pasaporte,nombre_compania,codigo_compania,licencia_actual_id,vuelo_id,rol
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,51.0,140.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48.0,39.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45.0,67.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48.0,66.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,51.0,84.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15.0,45.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45.0,100.0,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,12.0,77.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47.0,37.0,Piloto
7,Curtis Gutierrez,14-03-1974,Q46419538,BRITISH,BTA,7.0,51.0,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,12.0,88.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17.0,99.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,51.0,139.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,45.0,12.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17.0,59.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48.0,123.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45.0,80.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,45.0,76.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17.0,140.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47.0,141.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15.0,0.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,36.0,119.0,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,BRITISH,BTA,7.0,19.0,Piloto
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37.0,107.0,Piloto
0,Jessica Harvey,08-04-1996,L89163667,LATAM CARGO,UCA,37.0,116.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,45.0,60.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47.0,147.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,15.0,80.0,Copiloto
31,Linda Warren,13-03-1975,L01109034,ETHOPIAN AIRLINES,ETA,50.0,16.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45.0,110.0,Piloto
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,41.0,109.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48.0,52.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15.0,142.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,41.0,106.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,2.0,30.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48.0,53.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,17.0,101.0,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,KOREAN AIR,KEA,25.0,105.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17.0,73.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,45.0,119.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48.0,126.0,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,AEROVIAS DAP (centro/norte),ADC,7.0,28.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,15.0,45.0,Piloto
7,Curtis Gutierrez,14-03-1974,Q46419538,BRITISH,BTA,7.0,128.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48.0,39.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36.0,94.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,2.0,34.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45.0,41.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17.0,9.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17.0,126.0,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,EASTERN AIRLINES,EAL,12.0,70.0,Piloto
17,Laura Ward,23-01-1981,I74549867,LATAM INTER,LAT,28.0,47.0,Copiloto
38,Gabriel Palmer,18-08-1981,O88716397,EASTERN AIRLINES,EAL,40.0,90.0,Piloto
37,Joe Cabrera,13-08-1994,O98651462,LAW,LAW,25.0,4.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,17.0,101.0,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49.0,26.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,17.0,9.0,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37.0,23.0,Copiloto
41,Jeffrey Roberts,02-12-1971,G16561693,IBERIA,IBE,19.0,50.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,22.0,139.0,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,LACSA,LRC,49.0,82.0,Copiloto
17,Laura Ward,23-01-1981,I74549867,ETHOPIAN AIRLINES,ETA,28.0,79.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17.0,57.0,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,LATAM CARGO,UCA,37.0,75.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,22.0,38.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,15.0,120.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15.0,56.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15.0,100.0,Copiloto
31,Linda Warren,13-03-1975,L01109034,NO_COMPANY,NCY,50.0,135.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48.0,59.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47.0,58.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15.0,0.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48.0,59.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51.0,36.0,Copiloto
24,Eric Phelps,01-10-1994,B96464671,LATAM CARGO,UCA,35.0,85.0,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,ALITALIA,AZI,7.0,61.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17.0,9.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15.0,76.0,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,LACSA,LRC,49.0,96.0,Copiloto
24,Eric Phelps,01-10-1994,B96464671,KOREAN AIR,KEA,35.0,93.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,45.0,144.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45.0,41.0,Copiloto
54,Gene Obrien,02-07-1999,Q49180524,LATAM INTER,LAT,0.0,138.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17.0,101.0,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,NO_COMPANY,NCY,37.0,40.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,36.0,58.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17.0,140.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,41.0,106.0,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LACSA,LRC,12.0,70.0,Piloto
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,41.0,73.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,17.0,57.0,Copiloto
17,Laura Ward,23-01-1981,I74549867,ETHOPIAN AIRLINES,ETA,28.0,118.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,15.0,12.0,Piloto
24,Eric Phelps,01-10-1994,B96464671,LATAM ECUADOR,XLE,35.0,147.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17.0,74.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,15.0,110.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,45.0,56.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48.0,3.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15.0,131.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22.0,115.0,Piloto
38,Gabriel Palmer,18-08-1981,O88716397,UNITED,UAN,31.0,5.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,36.0,137.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48.0,108.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17.0,35.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17.0,48.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,15.0,131.0,Piloto
41,Jeffrey Roberts,02-12-1971,G16561693,KOREAN AIR,KEA,19.0,25.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48.0,111.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,51.0,38.0,Piloto
10,Alex Deleon,03-10-1979,A35692355,ETHOPIAN AIRLINES,ETA,11.0,69.0,Piloto
10,Alex Deleon,03-10-1979,A35692355,MARTINAIR HOLLAND,MPH,11.0,78.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17.0,73.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,36.0,145.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45.0,119.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48.0,101.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,45.0,64.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,41.0,106.0,Copiloto
24,Eric Phelps,01-10-1994,B96464671,KOREAN AIR,KEA,35.0,112.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17.0,66.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17.0,117.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15.0,80.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,36.0,144.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36.0,37.0,Piloto
9,John Ross,16-03-1979,F40422038,BRITISH,BTA,29.0,5.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,36.0,72.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,45.0,120.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,15.0,67.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48.0,140.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,15.0,144.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17.0,2.0,Piloto
23,Latasha Nelson,09-05-1986,V51246373,LAW,LAW,49.0,44.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48.0,98.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48.0,3.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17.0,126.0,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,NO_COMPANY,NCY,49.0,118.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15.0,56.0,Piloto
37,Joe Cabrera,13-08-1994,O98651462,BRITISH,BTA,25.0,4.0,Piloto
37,Joe Cabrera,13-08-1994,O98651462,BRITISH,BTA,25.0,63.0,Piloto
0,Jessica Harvey,08-04-1996,L89163667,IBERIA,IBE,37.0,22.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48.0,73.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51.0,111.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36.0,103.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,51.0,98.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,36.0,91.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47.0,8.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48.0,129.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17.0,73.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17.0,15.0,Copiloto
41,Jeffrey Roberts,02-12-1971,G16561693,IBERIA,IBE,19.0,10.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,36.0,81.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48.0,15.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48.0,4.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48.0,4.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48.0,2.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15.0,45.0,Piloto
31,Linda Warren,13-03-1975,L01109034,ETHOPIAN AIRLINES,ETA,50.0,71.0,Piloto
54,Gene Obrien,02-07-1999,Q49180524,KOREAN AIR,KEA,0.0,137.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17.0,129.0,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,ALITALIA,AZI,37.0,148.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17.0,48.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,45.0,87.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48.0,126.0,Copiloto
17,Laura Ward,23-01-1981,I74549867,OCEANAIR,COG,28.0,79.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,15.0,142.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17.0,13.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,51.0,61.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17.0,108.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,45.0,67.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17.0,4.0,Copiloto
10,Alex Deleon,03-10-1979,A35692355,IBERIA,IBE,11.0,0.0,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,OCEANAIR,COG,25.0,7.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48.0,13.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36.0,148.0,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,NO_COMPANY,NCY,7.0,28.0,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49.0,97.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48.0,39.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17.0,86.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,51.0,124.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36.0,138.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51.0,54.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,22.0,84.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,2.0,89.0,Piloto
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37.0,22.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,22.0,135.0,Piloto
10,Alex Deleon,03-10-1979,A35692355,IBERIA,IBE,11.0,78.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47.0,119.0,Copiloto
31,Linda Warren,13-03-1975,L01109034,ETHOPIAN AIRLINES,ETA,50.0,135.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15.0,60.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,22.0,61.0,Piloto
23,Latasha Nelson,09-05-1986,V51246373,NO_COMPANY,NCY,49.0,22.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48.0,73.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17.0,111.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47.0,145.0,Piloto
54,Gene Obrien,02-07-1999,Q49180524,KALITTA AIR,KAI,0.0,11.0,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49.0,130.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51.0,139.0,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,12.0,88.0,Piloto
37,Joe Cabrera,13-08-1994,O98651462,QANTAS,QAF,25.0,105.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,36.0,142.0,Piloto
24,Eric Phelps,01-10-1994,B96464671,KOREAN AIR,KEA,35.0,85.0,Copiloto
24,Eric Phelps,01-10-1994,B96464671,LATAM CARGO,UCA,35.0,146.0,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,LAW,LAW,49.0,96.0,Copiloto
38,Gabriel Palmer,18-08-1981,O88716397,EASTERN AIRLINES,EAL,31.0,121.0,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,46.0,88.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15.0,67.0,Piloto
17,Laura Ward,23-01-1981,I74549867,MARTINAIR HOLLAND,MPH,28.0,47.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48.0,86.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15.0,100.0,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37.0,72.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,15.0,100.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17.0,123.0,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,IBERIA,IBE,46.0,24.0,Piloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,41.0,106.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45.0,60.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17.0,52.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17.0,48.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17.0,140.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22.0,136.0,Piloto
24,Eric Phelps,01-10-1994,B96464671,LATAM ECUADOR,XLE,35.0,63.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48.0,74.0,Piloto
31,Linda Warren,13-03-1975,L01109034,AEROVIAS DAP (centro/norte),ADC,50.0,57.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15.0,76.0,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,KALITTA AIR,KAI,7.0,128.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15.0,132.0,Copiloto
24,Eric Phelps,01-10-1994,B96464671,ETHOPIAN AIRLINES,ETA,35.0,125.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47.0,125.0,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,EASTERN AIRLINES,EAL,46.0,134.0,Piloto
34,Ronald Monroe,12-09-1984,C02131672,OCEANAIR,COG,41.0,42.0,Piloto
24,Eric Phelps,01-10-1994,B96464671,LATAM ECUADOR,XLE,35.0,25.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15.0,12.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48.0,66.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,36.0,142.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48.0,31.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22.0,140.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48.0,9.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,OCEANAIR,COG,2.0,42.0,Piloto
17,Laura Ward,23-01-1981,I74549867,LATAM INTER,LAT,28.0,89.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47.0,141.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51.0,133.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17.0,4.0,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,LATAM CARGO,UCA,37.0,148.0,Piloto
0,Jessica Harvey,08-04-1996,L89163667,LATAM CARGO,UCA,37.0,70.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47.0,137.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36.0,142.0,Piloto
37,Joe Cabrera,13-08-1994,O98651462,LAW,LAW,25.0,113.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15.0,55.0,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,KOREAN AIR,KEA,25.0,3.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47.0,138.0,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,51.0,43.0,Piloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,2.0,121.0,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,OCEANAIR,COG,25.0,96.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,51.0,54.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17.0,31.0,Piloto
31,Linda Warren,13-03-1975,L01109034,NO_COMPANY,NCY,50.0,85.0,Piloto
0,Jessica Harvey,08-04-1996,L89163667,NO_COMPANY,NCY,37.0,145.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17.0,108.0,Piloto
23,Latasha Nelson,09-05-1986,V51246373,NO_COMPANY,NCY,49.0,26.0,Piloto
17,Laura Ward,23-01-1981,I74549867,LATAM INTER,LAT,28.0,134.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,36.0,137.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,15.0,109.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36.0,21.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17.0,1.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47.0,103.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,15.0,88.0,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,41.0,42.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,47.0,148.0,Copiloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,47.0,128.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,17.0,140.0,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17.0,66.0,Piloto
24,Eric Phelps,01-10-1994,B96464671,ETHOPIAN AIRLINES,ETA,35.0,58.0,Piloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,47.0,95.0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,22.0,43.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48.0,13.0,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,12.0,70.0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,45.0,76.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,15.0,56.0,Piloto
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,41.0,6.0,Piloto
24,Eric Phelps,01-10-1994,B96464671,LATAM CARGO,UCA,35.0,63.0,Copiloto
24,Eric Phelps,01-10-1994,B96464671,IBERIA,IBE,35.0,7.0,Copiloto
29,Mr. James Baxter,03-05-1982,H06267236,LATAM INTER,LAT,44.0,11.0,Piloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17.0,52.0,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,45.0,132.0,Copiloto
