trabajador_id,nombre,fecha_nacimiento,pasaporte,nombre_compania,codigo_compania,vuelo_id,rol
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,54.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,109.0,Tripulante de Cabina
14,Ronnie Macias,12-02-1988,J06543685,BRITISH,BTA,103.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,1.0,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,LACSA,LRC,44.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,46.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,141.0,Tripulante de Cabina
14,Ronnie Macias,12-02-1988,J06543685,EASTERN AIRLINES,EAL,33.0,Tripulante de Cabina
27,Steven Hernandez,18-11-1997,Z48029074,ALITALIA,AZI,62.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,23.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,ETHOPIAN AIRLINES,ETA,148.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,KALITTA AIR,KAI,18.0,Paramedico
32,Darrell Henderson,14-03-1975,I87476188,LATAM CARGO,UCA,147.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,139.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,UNITED,UAN,33.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,139.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,40.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,111.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,114.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,131.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,0.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,QANTAS,QAF,15.0,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,LACSA,LRC,137.0,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,LATAM CARGO,UCA,107.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,6.0,Tripulante de Cabina
43,Rebecca Valenzuela,18-08-1971,G17571521,BRITISH,BTA,4.0,Paramedico
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,97.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,115.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,23.0,Tripulante de Cabina
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,132.0,Paramedico
18,Michael Chavez,28-08-1976,O16330677,ETHOPIAN AIRLINES,ETA,143.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,34.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,OCEANAIR,COG,46.0,Paramedico
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,68.0,Paramedico
32,Darrell Henderson,14-03-1975,I87476188,LATAM CARGO,UCA,42.0,Paramedico
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,108.0,Paramedico
26,Elizabeth Jordan,16-09-1974,S70038299,LAW,LAW,92.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,11.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM DOMESTICO,LUD,125.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,LATAM DOMESTICO,LUD,120.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,115.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,41.0,Paramedico
47,Michael Compton,07-01-1980,T63857772,OCEANAIR,COG,109.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,114.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,85.0,Paramedico
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,22.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,138.0,Tripulante de Cabina
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,6.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,122.0,Paramedico
16,Tracey Harris,05-06-1978,C97271665,ETHOPIAN AIRLINES,ETA,84.0,Tripulante de Cabina
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,6.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,68.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,121.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LATAM ARGENTINA,LAM,130.0,Paramedico
53,Patricia Alvarado,01-08-1983,P27318304,AEROVIAS DAP (centro/norte),ADC,91.0,Paramedico
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,57.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,6.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,36.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,23.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,126.0,Paramedico
20,James Singleton,12-08-1977,U46471214,LATAM ARGENTINA,LAM,66.0,Paramedico
30,Daniel Callahan,13-09-1987,X88103341,LATAM ECUADOR,XLE,58.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,0.0,Tripulante de Cabina
49,Kenneth Brady,06-11-1981,O21522167,KALITTA AIR,KAI,50.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,119.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,12.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,36.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,73.0,Tripulante de Cabina
27,Steven Hernandez,18-11-1997,Z48029074,NO_COMPANY,NCY,57.0,Paramedico
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,26.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,119.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,65.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,QANTAS,QAF,46.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,5.0,Tripulante de Cabina
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,11.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,124.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,17.0,Tripulante de Cabina
48,Alex Walsh,12-12-1985,W59287703,ALITALIA,AZI,59.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,110.0,Tripulante de Cabina
43,Rebecca Valenzuela,18-08-1971,G17571521,AEROVIAS DAP (centro/norte),ADC,80.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,38.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,4.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,131.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,137.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,83.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,9.0,Tripulante de Cabina
53,Patricia Alvarado,01-08-1983,P27318304,KALITTA AIR,KAI,133.0,Paramedico
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,95.0,Paramedico
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,138.0,Paramedico
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,11.0,Paramedico
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,57.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,89.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,46.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,145.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,108.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,121.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LAW,LAW,30.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,88.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,2.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,138.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,97.0,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,EASTERN AIRLINES,EAL,111.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,98.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,121.0,Tripulante de Cabina
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,91.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,1.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,18.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,89.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,82.0,Paramedico
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,5.0,Paramedico
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,44.0,Paramedico
52,Sara Sims,10-07-1999,F00773862,KALITTA AIR,KAI,26.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,46.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,20.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,UNITED,UAN,38.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,36.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,65.0,Tripulante de Cabina
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,67.0,Paramedico
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,52.0,Paramedico
16,Tracey Harris,05-06-1978,C97271665,ETHOPIAN AIRLINES,ETA,76.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,128.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,1.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,LATAM ARGENTINA,LAM,0.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,AEROVIAS DAP (centro/norte),ADC,96.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,44.0,Tripulante de Cabina
33,Samantha Mora,27-10-1990,P24467352,BRITISH,BTA,42.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,136.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,34.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,77.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,AEROVIAS DAP (centro/norte),ADC,106.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,105.0,Paramedico
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,121.0,Paramedico
49,Kenneth Brady,06-11-1981,O21522167,KALITTA AIR,KAI,108.0,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,BRITISH,BTA,81.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,38.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,86.0,Paramedico
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,30.0,Paramedico
13,Bradley Glenn,17-10-1975,U87751971,KOREAN AIR,KEA,146.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,132.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,2.0,Paramedico
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,123.0,Paramedico
27,Steven Hernandez,18-11-1997,Z48029074,NO_COMPANY,NCY,49.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,87.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,LATAM ARGENTINA,LAM,66.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,18.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,148.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,101.0,Tripulante de Cabina
32,Darrell Henderson,14-03-1975,I87476188,QANTAS,QAF,72.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,93.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,34.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,103.0,Tripulante de Cabina
48,Alex Walsh,12-12-1985,W59287703,LAW,LAW,40.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,111.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,89.0,Tripulante de Cabina
38,Gabriel Palmer,18-08-1981,O88716397,UNITED,UAN,99.0,Piloto              
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,30.0,Tripulante de Cabina
45,Jill Haas,10-04-1986,U50608611,MARTINAIR HOLLAND,MPH,48.0,Paramedico
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,136.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,LAW,LAW,106.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,QANTAS,QAF,16.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,43.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,136.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,30.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,44.0,Paramedico
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,45.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,141.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,24.0,Tripulante de Cabina
26,Elizabeth Jordan,16-09-1974,S70038299,MARTINAIR HOLLAND,MPH,48.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,39.0,Paramedico
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,114.0,Paramedico
30,Daniel Callahan,13-09-1987,X88103341,LATAM ECUADOR,XLE,64.0,Paramedico
48,Alex Walsh,12-12-1985,W59287703,LAW,LAW,48.0,Tripulante de Cabina
38,Gabriel Palmer,18-08-1981,O88716397,LATAM DOMESTICO,LUD,99.0,Piloto              
48,Alex Walsh,12-12-1985,W59287703,ALITALIA,AZI,40.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,LATAM ECUADOR,XLE,95.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,96.0,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,OCEANAIR,COG,0.0,Paramedico
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,98.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,143.0,Paramedico
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,138.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,69.0,Paramedico
53,Patricia Alvarado,01-08-1983,P27318304,AEROVIAS DAP (centro/norte),ADC,43.0,Paramedico
42,Deborah Martinez,03-02-1987,G18065401,LACSA,LRC,115.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,KALITTA AIR,KAI,114.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,6.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,125.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,UNITED,UAN,19.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,94.0,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,LATAM ARGENTINA,LAM,131.0,Paramedico
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,45.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,8.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,23.0,Paramedico
26,Elizabeth Jordan,16-09-1974,S70038299,LAW,LAW,48.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,68.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,90.0,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,EASTERN AIRLINES,EAL,131.0,Paramedico
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,60.0,Paramedico
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,83.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,80.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,45.0,Tripulante de Cabina
53,Patricia Alvarado,01-08-1983,P27318304,KALITTA AIR,KAI,38.0,Paramedico
1,Melanie Cummings,01-09-1980,J00360904,LATAM ECUADOR,XLE,45.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,13.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,140.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,121.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,86.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,96.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,KALITTA AIR,KAI,69.0,Paramedico
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,113.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,131.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,39.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,99.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,59.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,65.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,104.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,35.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,65.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,87.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,LATAM ECUADOR,XLE,69.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,47.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,109.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,UNITED,UAN,16.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,6.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,104.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,26.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,20.0,Tripulante de Cabina
1,Melanie Cummings,01-09-1980,J00360904,LATAM DOMESTICO,LUD,37.0,Tripulante de Cabina
49,Kenneth Brady,06-11-1981,O21522167,KALITTA AIR,KAI,34.0,Paramedico
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,22.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,99.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,110.0,Paramedico
39,Patricia Norris,08-12-1974,Y69764268,LAW,LAW,9.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,47.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,140.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,86.0,Paramedico
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,16.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,91.0,Tripulante de Cabina
53,Patricia Alvarado,01-08-1983,P27318304,AEROVIAS DAP (centro/norte),ADC,115.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,103.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,78.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,ETHOPIAN AIRLINES,ETA,25.0,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,OCEANAIR,COG,129.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,NO_COMPANY,NCY,128.0,Tripulante de Cabina
26,Elizabeth Jordan,16-09-1974,S70038299,MARTINAIR HOLLAND,MPH,92.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,129.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM DOMESTICO,LUD,50.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,66.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,52.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,46.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,1.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,102.0,Tripulante de Cabina
33,Samantha Mora,27-10-1990,P24467352,QANTAS,QAF,29.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,39.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,34.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,36.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,70.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,119.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,23.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,104.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,145.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,138.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,85.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,EASTERN AIRLINES,EAL,125.0,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,LATAM CARGO,UCA,3.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,UNITED,UAN,85.0,Paramedico
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,121.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,116.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,108.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,138.0,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,KOREAN AIR,KEA,72.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,138.0,Tripulante de Cabina
27,Steven Hernandez,18-11-1997,Z48029074,NO_COMPANY,NCY,59.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,1.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,QANTAS,QAF,73.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,103.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,125.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,60.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,33.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,LAW,LAW,15.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,108.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,47.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,77.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,59.0,Tripulante de Cabina
27,Steven Hernandez,18-11-1997,Z48029074,NO_COMPANY,NCY,62.0,Paramedico
